"id","code","input","gold_output","M_output","M_confidence","M_Correctness","P_output","P_confidence","P_Correctness","Q_output","Q_confidence","Q_Correctness","M_output_d1","M_confidence_d1","M_Correctness_d1","P_output_d1","P_confidence_d1","P_Correctness_d1","Q_output_d1","Q_confidence_d1","Q_Correctness_d1","M_output_d2","M_confidence_d2","M_Correctness_d2","P_output_d2","P_confidence_d2","P_Correctness_d2","Q_output_d2","Q_confidence_d2","Q_Correctness_d2","M_output_d3","M_confidence_d3","M_Correctness_d3","P_output_d3","P_confidence_d3","P_Correctness_d3","Q_output_d3","Q_confidence_d3","Q_Correctness_d3","M_output_d4","M_confidence_d4","M_Correctness_d4","P_output_d4","P_confidence_d4","P_Correctness_d4","Q_output_d4","Q_confidence_d4","Q_Correctness_d4"
"sample_656","def f(letters):
    a = [] 
    for i in range(len(letters)):
        if letters[i] in a:
            return 'no'
        a.append(letters[i]) 
    return 'yes'","['b', 'i', 'r', 'o', 's', 'j', 'v', 'p']","'yes'","yes","1.0","CORRECT","yes","1.0","CORRECT","","0.5","INCORRECT","yes","1.0","CORRECT","yes","1.0","CORRECT","","0.5","INCORRECT","yes","1.0","CORRECT","yes","1.0","CORRECT","","0.5","INCORRECT","yes","1.0","CORRECT","yes","1.0","CORRECT","","0.5","INCORRECT","yes","1.0","CORRECT","yes","1.0","CORRECT","","0.5","INCORRECT"
"sample_657","def f(text):
    for punct in '!.?,:;':
        if text.count(punct) > 1:
            return 'no'
        if text.endswith(punct):
            return 'no'
    return text.title()","""djhasghasgdha""","'Djhasghasgdha'","Djhasghasgdha","1.0","CORRECT","Djhasghasgdha","1.0","CORRECT","","0.5","INCORRECT","Djhasghasgdha","1.0","CORRECT","Djhasghasgdha","1.0","CORRECT","","0.5","INCORRECT","Djhasghasgdha","1.0","CORRECT","Djhasghasgdha","1.0","CORRECT","","0.5","INCORRECT","Djhasghasgdha","1.0","CORRECT","Djhasghasgdha","1.0","CORRECT","","0.5","INCORRECT","Djhasghasgdha","1.0","CORRECT","Djhasghasgdha","1.0","CORRECT","","0.5","INCORRECT"
"sample_658","def f(d, get_ary):
    result = []
    for key in get_ary:
        result.append(d.get(key))
    return result","{3: ""swims like a bull""}, [3, 2, 'c', True, 5]","['swims like a bull', None, None, None, None]","","0.5","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","[None, None, None, None, None]","1.0","INCORRECT","","0.5","INCORRECT","","0.5","INCORRECT","[None, None, None, None, None]","1.0","INCORRECT","[None, None, 'swims like a bull', None, None]","1.0","INCORRECT","","0.5","INCORRECT","[None, None, None, None, None]","1.0","INCORRECT","[None, None, 'swims like a bull', None, None]","1.0","INCORRECT","","0.5","INCORRECT","[None, None, None, None, None]","1.0","INCORRECT","[None, None, 'swims like a bull', None, None]","1.0","INCORRECT","","0.5","INCORRECT"
"sample_659","def f(bots):
    clean = []
    for username in bots:
        if not username.isupper():
            clean.append(username[:2] + username[-3:])
    return len(clean)","['yR?TAJhIW?n', 'o11BgEFDfoe', 'KnHdn2vdEd', 'wvwruuqfhXbGis']","4","2","1.0","INCORRECT","2","1.0","INCORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","2","1.0","INCORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","2","1.0","INCORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","2","1.0","INCORRECT","","0.5","INCORRECT","2","1.0","INCORRECT","2","1.0","INCORRECT","","0.5","INCORRECT"
"sample_660","def f(num):
    initial = [1]
    total = initial
    for _ in range(num):
        total = [1] + [x+y for x, y in zip(total, total[1:])]
        initial.append(total[-1])
    return sum(initial)","3","4","10","1.0","INCORRECT","7","1.0","INCORRECT","","0.5","INCORRECT","10","1.0","INCORRECT","7","1.0","INCORRECT","","0.5","INCORRECT","10","1.0","INCORRECT","7","1.0","INCORRECT","","0.5","INCORRECT","10","1.0","INCORRECT","7","1.0","INCORRECT","","0.5","INCORRECT","10","1.0","INCORRECT","7","1.0","INCORRECT","","0.5","INCORRECT"
"sample_661","def f(letters, maxsplit):
    return ''.join(letters.split()[-maxsplit:])","'elrts,SS ee', 6","'elrts,SSee'","SS ee","1.0","INCORRECT","ee","1.0","INCORRECT","","0.5","INCORRECT","SS ee","1.0","INCORRECT","ee","0.9","INCORRECT","","0.5","INCORRECT","SS ee","1.0","INCORRECT","SS ee","0.95","INCORRECT","","0.5","INCORRECT","SS ee","1.0","INCORRECT","SS ee","0.98","INCORRECT","","0.5","INCORRECT","SS ee","1.0","INCORRECT","SS ee","0.99","INCORRECT","","0.5","INCORRECT"
"sample_662","def f(values):
    names = ['Pete', 'Linda', 'Angela']
    names.extend(values)
    names.sort()
    return names","['Dan', 'Joe', 'Dusty']","['Angela', 'Dan', 'Dusty', 'Joe', 'Linda', 'Pete']","['Angela', 'Dan', 'Dusty', 'Joe', 'Linda', 'Pete']","1.0","CORRECT","['Angela', 'Dan', 'Joe', 'Linda', 'Pete', 'Dusty']","1.0","CORRECT","","0.5","INCORRECT","['Angela', 'Dan', 'Dusty', 'Joe', 'Linda', 'Pete']","1.0","CORRECT","['Angela', 'Dan', 'Dusty', 'Joe', 'Linda', 'Pete']","1.0","CORRECT","","0.5","INCORRECT","['Angela', 'Dan', 'Dusty', 'Joe', 'Linda', 'Pete']","1.0","CORRECT","['Angela', 'Dan', 'Dusty', 'Joe', 'Linda', 'Pete']","1.0","CORRECT","","0.5","INCORRECT","['Angela', 'Dan', 'Dusty', 'Joe', 'Linda', 'Pete']","1.0","CORRECT","['Angela', 'Dan', 'Dusty', 'Joe', 'Linda', 'Pete']","1.0","CORRECT","","0.5","INCORRECT","['Angela', 'Dan', 'Dusty', 'Joe', 'Linda', 'Pete']","1.0","CORRECT","['Angela', 'Dan', 'Dusty', 'Joe', 'Linda', 'Pete']","1.0","CORRECT","","0.5","INCORRECT"
"sample_663","def f(container, cron):
    if not cron in container:
        return container
    pref = container[:container.index(cron)].copy()
    suff = container[container.index(cron) + 1:].copy()
    return pref + suff","[], 2","[]","[]","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT"
"sample_664","def f(tags):
    resp = """"
    for key in tags:
        resp += key + "" ""
    return resp","{""3"":""3"",""4"":""5""}","'3 4 '","3 4 ","1.0","CORRECT","3 4 ","1.0","CORRECT","","0.5","INCORRECT","3 4 ","1.0","CORRECT","3 4 ","1.0","CORRECT","","0.5","INCORRECT","3 4 ","1.0","CORRECT","3 4 ","1.0","CORRECT","","0.5","INCORRECT","3 4 ","1.0","CORRECT","3 4 ","1.0","CORRECT","","0.5","INCORRECT","3 4 ","1.0","CORRECT","3 4 ","1.0","CORRECT","","0.5","INCORRECT"
"sample_665","def f(chars):
    s = """"
    for ch in chars:
        if chars.count(ch) % 2 == 0:
            s += ch.upper()
        else:
            s += ch
    return s","""acbced""","'aCbCed'","aCbCeD","1.0","INCORRECT","ACbCeD","1.0","INCORRECT","","0.5","INCORRECT","aCbCeD","1.0","INCORRECT","ACbCeD","0.9","INCORRECT","","0.5","INCORRECT","aCbCeD","1.0","INCORRECT","ACbCeD","0.95","INCORRECT","","0.5","INCORRECT","aCbCeD","1.0","INCORRECT","ACbCeD","0.9","INCORRECT","","0.5","INCORRECT","aCbCeD","1.0","INCORRECT","ACbCeD","0.95","INCORRECT","","0.5","INCORRECT"
"sample_666","def f(d1, d2):
    mmax = 0
    for k1 in d1:
        if p := len(d1[k1])+len(d2.get(k1, [])):
            if p > mmax:
                mmax = p
    return mmax","{ 0: [], 1: [] }, { 0: [0, 0, 0, 0], 2: [2, 2, 2] }","4","4","1.0","CORRECT","4","1.0","CORRECT","","0.5","INCORRECT","4","1.0","CORRECT","4","1.0","CORRECT","","0.5","INCORRECT","4","1.0","CORRECT","4","1.0","CORRECT","","0.5","INCORRECT","4","1.0","CORRECT","4","1.0","CORRECT","","0.5","INCORRECT","4","1.0","CORRECT","4","1.0","CORRECT","","0.5","INCORRECT"
"sample_667","def f(text):
    new_text = []
    for i in range(len(text) // 3):
        new_text.append(f""< {text[i * 3: i * 3 + 3]} level={i} >"")
    last_item = text[len(text) // 3 * 3:]
    new_text.append(f""< {last_item} level={len(text) // 3} >"")
    return new_text","'C7'","['< C7 level=0 >']","['<  C7 level=0 >']","1.0","CORRECT","['< C7 level=0 >']","1.0","CORRECT","","0.5","INCORRECT","['<  C7 level=0 >']","1.0","CORRECT","['< C7 level=0 >']","1.0","CORRECT","","0.5","INCORRECT","['<  C7 level=0 >']","1.0","CORRECT","['< C7 level=0 >']","1.0","CORRECT","","0.5","INCORRECT","['<  C7 level=0 >']","1.0","CORRECT","['< C7 level=0 >']","1.0","CORRECT","","0.5","INCORRECT","['<  C7 level=0 >']","1.0","CORRECT","['< C7 level=0 >']","1.0","CORRECT","","0.5","INCORRECT"
"sample_668","def f(text):
    return text[-1] + text[:-1]","'hellomyfriendear'","'rhellomyfriendea'","'rhellomyfriendea'","1.0","CORRECT","rehellomyfriendea","1.0","INCORRECT","","0.5","INCORRECT","'rhellomyfriendea'","1.0","CORRECT","rehellomyfriendea","1.0","INCORRECT","","0.5","INCORRECT","'rhellomyfriendea'","1.0","CORRECT","rehellomyfriendea","1.0","INCORRECT","","0.5","INCORRECT","'rhellomyfriendea'","1.0","CORRECT","rehellomyfriendea","1.0","INCORRECT","","0.5","INCORRECT","'rhellomyfriendea'","1.0","CORRECT","rehellomyfriendea","1.0","INCORRECT","","0.5","INCORRECT"
"sample_669","def f(t):
    a, sep, b = t.rpartition('-')
    if len(b) == len(a):
        return 'imbalanced'
    return a + b.replace(sep, '')","""fubarbaz""","'fubarbaz'","fubarbaz","1.0","CORRECT","fubarbaz","1.0","CORRECT","","0.5","INCORRECT","fubarbaz","1.0","CORRECT","fubarbaz","1.0","CORRECT","","0.5","INCORRECT","fubarbaz","1.0","CORRECT","fubarbaz","1.0","CORRECT","","0.5","INCORRECT","fubarbaz","1.0","CORRECT","fubarbaz","1.0","CORRECT","","0.5","INCORRECT","fubarbaz","1.0","CORRECT","fubarbaz","1.0","CORRECT","","0.5","INCORRECT"
"sample_670","def f(a, b):
    d = dict(zip(a, b))
    a.sort(key=d.get, reverse=True)
    return [d.pop(x) for x in a]","['12','ab'], [2,2]","[2, 2]","[2, 2]","1.0","CORRECT","[2, 2]","1.0","CORRECT","","0.5","INCORRECT","[2, 2]","1.0","CORRECT","[2, 2]","1.0","CORRECT","","0.5","INCORRECT","[2, 2]","1.0","CORRECT","[2, 2]","1.0","CORRECT","","0.5","INCORRECT","[2, 2]","1.0","CORRECT","[2, 2]","1.0","CORRECT","","0.5","INCORRECT","[2, 2]","1.0","CORRECT","[2, 2]","1.0","CORRECT","","0.5","INCORRECT"
"sample_671","def f(text, char1, char2):
    t1a = []
    t2a = []
    for i in range(len(char1)):
        t1a.append(char1[i])
        t2a.append(char2[i])
    t1 = text.maketrans(dict(zip(t1a, t2a)))
    return text.translate(t1)","""ewriyat emf rwto segya"", ""tey"", ""dgo""","'gwrioad gmf rwdo sggoa'","dogs eat good food","1.0","INCORRECT","where are dogs now","1.0","INCORRECT","","0.5","INCORRECT","dogs eat good food","1.0","INCORRECT","where are dogs now","1.0","INCORRECT","","0.5","INCORRECT","dogs eat good food","1.0","INCORRECT","where are dogs now","1.0","INCORRECT","","0.5","INCORRECT","dogs eat good food","1.0","INCORRECT","where are dogs now","1.0","INCORRECT","","0.5","INCORRECT","dogs eat good food","1.0","INCORRECT","where are dogs now","1.0","INCORRECT","","0.5","INCORRECT"
"sample_672","def f(text, position, value):
    length = len(text)
    index = (position % (length + 2)) - 1
    if index >= length or index < 0:
        return text
    text[index] = value
    return ''.join(text)","""1zd"", 0, 'm'","'1zd'","'mzd'","1.0","INCORRECT","mdz","1.0","INCORRECT","","0.5","INCORRECT","'mzd'","0.9","INCORRECT","mdz","1.0","INCORRECT","","0.5","INCORRECT","'mzd'","0.95","INCORRECT","mdz","1.0","INCORRECT","","0.5","INCORRECT","'mzd'","0.9","INCORRECT","mdz","1.0","INCORRECT","","0.5","INCORRECT","'mzd'","0.95","INCORRECT","mdz","1.0","INCORRECT","","0.5","INCORRECT"
"sample_673","def f(string):
    if string.isupper():
        return string.lower()
    elif string.islower():
        return string.upper()
    return string","""cA""","'cA'","""cA""","1.0","CORRECT","cA","1.0","CORRECT","","0.5","INCORRECT","""cA""","1.0","CORRECT","cA","1.0","CORRECT","","0.5","INCORRECT","""cA""","1.0","CORRECT","cA","1.0","CORRECT","","0.5","INCORRECT","""cA""","1.0","CORRECT","cA","1.0","CORRECT","","0.5","INCORRECT","""cA""","1.0","CORRECT","cA","1.0","CORRECT","","0.5","INCORRECT"
"sample_674","def f(text):
    ls = list(text)
    for x in range(len(ls)-1, -1, -1):
        if len(ls) <= 1: break
        if ls[x] not in 'zyxwvutsrqponmlkjihgfedcba': ls.pop(ls[x])
    return ''.join(ls)","'qq'","'qq'","qq","1.0","CORRECT","qq","1.0","CORRECT","","0.5","INCORRECT","qq","1.0","CORRECT","qq","1.0","CORRECT","","0.5","INCORRECT","qq","1.0","CORRECT","qq","1.0","CORRECT","","0.5","INCORRECT","qq","1.0","CORRECT","qq","1.0","CORRECT","","0.5","INCORRECT","qq","1.0","CORRECT","qq","1.0","CORRECT","","0.5","INCORRECT"
"sample_675","def f(nums, sort_count):
    nums.sort()
    return nums[:sort_count]","[1, 2, 2, 3, 4, 5], 1","[1]","[1]","1.0","CORRECT","[1]","1.0","CORRECT","","0.5","INCORRECT","[1]","1.0","CORRECT","[1]","1.0","CORRECT","","0.5","INCORRECT","[1]","1.0","CORRECT","[1]","1.0","CORRECT","","0.5","INCORRECT","[1]","1.0","CORRECT","[1]","1.0","CORRECT","","0.5","INCORRECT","[1]","1.0","CORRECT","[1]","1.0","CORRECT","","0.5","INCORRECT"
"sample_676","def f(text, tab_size):
    return text.replace('\t', ' '*tab_size)","'a', 100","'a'","'a'","1.0","CORRECT","'a'","1.0","CORRECT","","0.5","INCORRECT","'a'","1.0","CORRECT","'a'","1.0","CORRECT","","0.5","INCORRECT","'a'","1.0","CORRECT","'a'","1.0","CORRECT","","0.5","INCORRECT","'a'","1.0","CORRECT","'a'","1.0","CORRECT","","0.5","INCORRECT","'a'","1.0","CORRECT","'a'","1.0","CORRECT","","0.5","INCORRECT"
"sample_677","def f(text, length):
    length = -length if length < 0 else length
    output = ''
    for idx in range(length):
        if text[idx % len(text)] != ' ':
            output += text[idx % len(text)]
        else:
            break
    return output","'I got 1 and 0.', 5","'I'","I got","1.0","INCORRECT","Igo","1.0","INCORRECT","","0.5","INCORRECT","I got","1.0","INCORRECT","Igo","1.0","INCORRECT","","0.5","INCORRECT","I got","1.0","INCORRECT","Igo","1.0","INCORRECT","","0.5","INCORRECT","I got","1.0","INCORRECT","Igo","1.0","INCORRECT","","0.5","INCORRECT","I got","1.0","INCORRECT","Igo","1.0","INCORRECT","","0.5","INCORRECT"
"sample_678","def f(text):
    freq = dict()
    for c in text.lower():
        if c in freq:
            freq[c] += 1
        else:
            freq[c] = 1
    return freq","""HI""","{'h': 1, 'i': 1}","{'h': 1, 'i': 1}","1.0","CORRECT","{'h': 1, 'i': 1}","1.0","CORRECT","","0.5","INCORRECT","{""h"": 1, ""i"": 1}","1.0","CORRECT","{'h': 1, 'i': 1}","1.0","CORRECT","","0.5","INCORRECT","{""h"": 1, ""i"": 1}","1.0","CORRECT","{""h"": 1, ""i"": 1}","1.0","CORRECT","","0.5","INCORRECT","{""h"": 1, ""i"": 1}","1.0","CORRECT","{""h"": 1, ""i"": 1}","1.0","CORRECT","","0.5","INCORRECT","{""h"": 1, ""i"": 1}","1.0","CORRECT","{""h"": 1, ""i"": 1}","1.0","CORRECT","","0.5","INCORRECT"
"sample_679","def f(text):
    if text == '':
        return False
    first_char = text[0]
    if text[0].isdigit():
        return False
    for last_char in text:
        if (last_char != '_') and not last_char.isidentifier():
            return False
    return True","'meet'","True","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT","True","1.0","CORRECT","True","1.0","CORRECT","","0.5","INCORRECT"
"sample_680","def f(text):
    letters = ''
    for i in range(len(text)):
        if text[i].isalnum():
            letters += text[i]
    return letters","""we@32r71g72ug94=(823658*!@324""","'we32r71g72ug94823658324'","we32r71g72ug94823658324","1.0","CORRECT","we327172372394823658324","1.0","INCORRECT","","0.5","INCORRECT","we32r71g72ug94823658324","1.0","CORRECT","we32r71g72ug94823658324","1.0","CORRECT","","0.5","INCORRECT","we32r71g72ug94823658324","1.0","CORRECT","we32r71g72ug94823658324","1.0","CORRECT","","0.5","INCORRECT","we32r71g72ug94823658324","1.0","CORRECT","we32r71g72ug94823658324","1.0","CORRECT","","0.5","INCORRECT","we32r71g72ug94823658324","1.0","CORRECT","we32r71g72ug94823658324","1.0","CORRECT","","0.5","INCORRECT"
"sample_681","def f(array, ind, elem):
    array.insert(-5 if ind < 0 else len(array) if ind > len(array) else ind + 1, elem)
    return array","[1, 5, 8, 2, 0, 3], 2, 7","[1, 5, 8, 7, 2, 0, 3]","[1, 5, 8, 2, 7, 0, 3]","1.0","CORRECT","[1, 5, 8, 7, 2, 0, 3]","1.0","CORRECT","","0.5","INCORRECT","[1, 5, 8, 2, 7, 0, 3]","1.0","CORRECT","[1, 5, 8, 7, 2, 0, 3]","1.0","CORRECT","","0.5","INCORRECT","[1, 5, 8, 2, 7, 0, 3]","1.0","CORRECT","[1, 5, 8, 7, 2, 0, 3]","1.0","CORRECT","","0.5","INCORRECT","[1, 5, 8, 2, 7, 0, 3]","1.0","CORRECT","[1, 5, 8, 7, 2, 0, 3]","1.0","CORRECT","","0.5","INCORRECT","[1, 5, 8, 2, 7, 0, 3]","1.0","CORRECT","[1, 5, 8, 7, 2, 0, 3]","1.0","CORRECT","","0.5","INCORRECT"
"sample_682","def f(text, length, index):
    ls = text.rsplit(None, index)
    return '_'.join([l[:length] for l in ls])","'hypernimovichyp', 2, 2","'hy'","hy_pe","1.0","INCORRECT","hy_pe","1.0","INCORRECT","","0.5","INCORRECT","hy_pe","1.0","INCORRECT","hy_pe","1.0","INCORRECT","","0.5","INCORRECT","hy_pe","1.0","INCORRECT","hy_pe","1.0","INCORRECT","","0.5","INCORRECT","hy_pe","1.0","INCORRECT","hy_pe","1.0","INCORRECT","","0.5","INCORRECT","hy_pe","1.0","INCORRECT","hy_pe","1.0","INCORRECT","","0.5","INCORRECT"
"sample_683","def f(dict1, dict2):
    result = dict1.copy()
    result.update([(__, dict2[__]) for __ in dict2])
    return result","{'disface': 9, 'cam': 7}, {'mforce': 5}","{'disface': 9, 'cam': 7, 'mforce': 5}","{'disface': 9, 'cam': 7, 'mforce': 5}","1.0","CORRECT","{'disface': 9, 'cam': 7, 'mforce': 5}","1.0","CORRECT","","0.5","INCORRECT","{'disface': 9, 'cam': 7, 'mforce': 5}","1.0","CORRECT","{'disface': 9, 'cam': 7, 'mforce': 5}","1.0","CORRECT","","0.5","INCORRECT","{'disface': 9, 'cam': 7, 'mforce': 5}","1.0","CORRECT","{'disface': 9, 'cam': 7, 'mforce': 5}","1.0","CORRECT","","0.5","INCORRECT","{'disface': 9, 'cam': 7, 'mforce': 5}","1.0","CORRECT","{'disface': 9, 'cam': 7, 'mforce': 5}","1.0","CORRECT","","0.5","INCORRECT","{'disface': 9, 'cam': 7, 'mforce': 5}","1.0","CORRECT","{'disface': 9, 'cam': 7, 'mforce': 5}","1.0","CORRECT","","0.5","INCORRECT"
"sample_684","def f(text):
    trans = str.maketrans('""\'><', '9833')
    return text.translate(trans)","""Transform quotations\""\nnot into numbers.""","'Transform quotations9\nnot into numbers.'","Transform quotations9
not into numbers.","1.0","CORRECT","Transform 9833s
not into numbers.","1.0","INCORRECT","","0.5","INCORRECT","Transform quotations9
not into numbers.","1.0","CORRECT","Transform 9833s
not into numbers.","1.0","INCORRECT","","0.5","INCORRECT","Transform quotations9
not into numbers.","1.0","CORRECT","Transform 9833s
not into numbers.","1.0","INCORRECT","","0.5","INCORRECT","Transform quotations9
not into numbers.","1.0","CORRECT","Transform 9833s
not into numbers.","1.0","INCORRECT","","0.5","INCORRECT","Transform quotations9
not into numbers.","1.0","CORRECT","Transform 9833s
not into numbers.","1.0","INCORRECT","","0.5","INCORRECT"
"sample_685","def f(array, elem):
    return array.count(elem) + elem","[1, 1, 1], -2","-2","1","1.0","INCORRECT","1","1.0","INCORRECT","","0.5","INCORRECT","1","1.0","INCORRECT","1","1.0","INCORRECT","","0.5","INCORRECT","1","1.0","INCORRECT","1","1.0","INCORRECT","","0.5","INCORRECT","1","1.0","INCORRECT","1","1.0","INCORRECT","","0.5","INCORRECT","1","1.0","INCORRECT","1","1.0","INCORRECT","","0.5","INCORRECT"
"sample_686","def f(d, l):
	new_d = {}

	for k in l:
		if d.get(k) is not None:
			new_d[k] = d[k]

	return new_d.copy()","{""lorem ipsum"" : 12, ""dolor"" : 23}, [""lorem ipsum"", ""dolor""]","{'lorem ipsum': 12, 'dolor': 23}","{""lorem ipsum"": 12, ""dolor"": 23}","1.0","CORRECT","{""lorem ipsum"": 12, ""dolor"": 23}","1.0","CORRECT","","0.5","INCORRECT","{""lorem ipsum"": 12, ""dolor"": 23}","1.0","CORRECT","{""lorem ipsum"": 12, ""dolor"": 23}","1.0","CORRECT","","0.5","INCORRECT","{""lorem ipsum"": 12, ""dolor"": 23}","1.0","CORRECT","{""lorem ipsum"": 12, ""dolor"": 23}","1.0","CORRECT","","0.5","INCORRECT","{""lorem ipsum"": 12, ""dolor"": 23}","1.0","CORRECT","{""lorem ipsum"": 12, ""dolor"": 23}","1.0","CORRECT","","0.5","INCORRECT","{""lorem ipsum"": 12, ""dolor"": 23}","1.0","CORRECT","{""lorem ipsum"": 12, ""dolor"": 23}","1.0","CORRECT","","0.5","INCORRECT"
"sample_687","def f(text):
    t = list(text)
    t.pop(len(t) // 2)
    t.append(text.lower())
    return ':'.join([c for c in t])","'Rjug nzufE'","'R:j:u:g: :z:u:f:E:rjug nzufe'","R:j:u:g: n:z:u:f:E:rjug nzufe","1.0","INCORRECT","R:jug:nzufE:nzufe","1.0","INCORRECT","","0.5","INCORRECT","R:j:u:g: n:z:u:f:E:rjug nzufe","1.0","INCORRECT","R:j:u:g:nzufE:nzufe","0.9","INCORRECT","","0.5","INCORRECT","R:j:u:g: n:z:u:f:E:rjug nzufe","1.0","INCORRECT","R:j:u:g:nzufE:nzufe","0.95","INCORRECT","","0.5","INCORRECT","R:j:u:g: n:z:u:f:E:rjug nzufe","1.0","INCORRECT","R:j:u:g:nzufE:nzufe","0.95","INCORRECT","","0.5","INCORRECT","R:j:u:g: n:z:u:f:E:rjug nzufe","1.0","INCORRECT","R:j:u:g:nzufE:nzufe","0.95","INCORRECT","","0.5","INCORRECT"
"sample_688","def f(nums):
    l = []
    for i in nums:
        if i not in l:
            l.append(i)
    return l","[3, 1, 9, 0, 2, 0, 8]","[3, 1, 9, 0, 2, 8]","[3, 1, 9, 0, 2, 8]","1.0","CORRECT","[3, 1, 9, 0, 2, 8]","1.0","CORRECT","","0.5","INCORRECT","[3, 1, 9, 0, 2, 8]","1.0","CORRECT","[3, 1, 9, 0, 2, 8]","1.0","CORRECT","","0.5","INCORRECT","[3, 1, 9, 0, 2, 8]","1.0","CORRECT","[3, 1, 9, 0, 2, 8]","1.0","CORRECT","","0.5","INCORRECT","[3, 1, 9, 0, 2, 8]","1.0","CORRECT","[3, 1, 9, 0, 2, 8]","1.0","CORRECT","","0.5","INCORRECT","[3, 1, 9, 0, 2, 8]","1.0","CORRECT","[3, 1, 9, 0, 2, 8]","1.0","CORRECT","","0.5","INCORRECT"
"sample_689","def f(arr):
    count = len(arr)
    sub = arr.copy()
    for i in range(0, count, 2):
        sub[i] *= 5
    return sub","[-3, -6, 2, 7]","[-15, -6, 10, 7]","[-15, -6, 10, 7]","1.0","CORRECT","[-15, -6, 10, 7]","1.0","CORRECT","","0.5","INCORRECT","[-15, -6, 10, 7]","1.0","CORRECT","[-15, -6, 10, 7]","1.0","CORRECT","","0.5","INCORRECT","[-15, -6, 10, 7]","1.0","CORRECT","[-15, -6, 10, 7]","1.0","CORRECT","","0.5","INCORRECT","[-15, -6, 10, 7]","1.0","CORRECT","[-15, -6, 10, 7]","1.0","CORRECT","","0.5","INCORRECT","[-15, -6, 10, 7]","1.0","CORRECT","[-15, -6, 10, 7]","1.0","CORRECT","","0.5","INCORRECT"
"sample_690","def f(n):
    if str(n).find('.') != -1:
        return str(int(n)+2.5)
    return str(n)","'800'","'800'","800","1.0","INCORRECT","802.5","1.0","INCORRECT","","0.5","INCORRECT","800","1.0","INCORRECT","802.5","1.0","INCORRECT","","0.5","INCORRECT","800","1.0","INCORRECT","802.5","1.0","INCORRECT","","0.5","INCORRECT","800","1.0","INCORRECT","802.5","1.0","INCORRECT","","0.5","INCORRECT","800","1.0","INCORRECT","802.5","1.0","INCORRECT","","0.5","INCORRECT"
"sample_691","def f(text, suffix):
    if suffix and suffix[-1] in text:
        return f(text.rstrip(suffix[-1]), suffix[:-1])
    else:
        return text","'rpyttc', 'cyt'","'rpytt'","'rpyttc'","1.0","INCORRECT","rpytt","1.0","CORRECT","","0.5","INCORRECT","'rpyttc'","1.0","INCORRECT","rpytt","0.9","CORRECT","","0.5","INCORRECT","'rpyttc'","1.0","INCORRECT","rpytt","0.95","CORRECT","","0.5","INCORRECT","'rpyttc'","1.0","INCORRECT","rpytt","0.9","CORRECT","","0.5","INCORRECT","'rpyttc'","1.0","INCORRECT","rpytt","0.95","CORRECT","","0.5","INCORRECT"
"sample_692","def f(array):
    a = []
    array.reverse()
    for i in range(len(array)):
        if array[i] != 0:
            a.append(array[i])
    a.reverse()
    return a","[]","[]","[]","1.0","CORRECT","","1.0","INCORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT","[]","1.0","CORRECT","[]","1.0","CORRECT","","0.5","INCORRECT"
"sample_693","def f(text):
    n = int(text.find('8'))
    return 'x0'*n","""sa832d83r xd 8g 26a81xdf""","'x0x0'","x0x0x0x0x0","1.0","INCORRECT","x0x0x0x0x0x0x0","1.0","INCORRECT","","0.5","INCORRECT","x0x0x0x0x0","1.0","INCORRECT","x0x0x0x0x0x0x0","1.0","INCORRECT","","0.5","INCORRECT","x0x0x0x0x0","1.0","INCORRECT","x0x0x0x0x0x0x0","1.0","INCORRECT","","0.5","INCORRECT","x0x0x0x0x0","1.0","INCORRECT","x0x0x0x0x0x0x0","1.0","INCORRECT","","0.5","INCORRECT","x0x0x0x0x0","1.0","INCORRECT","x0x0x0x0x0x0x0","1.0","INCORRECT","","0.5","INCORRECT"
